Timestamp,Gender,Age,Education,Region,Marital status,Delivery platform,Job duration (experience),Monthly income,Type of vehicle,Mode of carrying deliveries,Working Hours per Day,Working days per week,Number of deliveries per day,Duration of rest break,Type of break,Tobacco Consumption,Alcohol Consumption,"In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Row 1Neck]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Shoulders]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Upper back]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Lower back]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Elbows]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Wrists / Hands]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Hips / Thighs]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Knees]","In the past 12 months, have you experienced pain, discomfort, or numbness in the following body areas due to delivery work? [Ankles / Feet]","In the past 7 days,  have you experienced discomfort in [Neck]","In the past 7 days,  have you experienced discomfort in [Lower back]","In the past 7 days,  have you experienced discomfort in [Knees]","In the past 7 days,  have you experienced discomfort in [Wrist/Hands]",Has this discomfort reduced your delivery performance?,Have you ever taken leave due to body pain caused by delivery work?,Have you consulted a doctor or physiotherapist for work-related pain?,Does riding/driving for long hours increase your discomfort?,Does carrying heavy packages worsen your discomfort?,"How mentally demanding was your delivery shift (e.g., navigating routes, managing multiple orders, handling customer calls, using the app)? [.]","How physically demanding was your delivery shift (e.g., riding/driving long distances, climbing stairs, carrying packages, weather conditions)? [.]","How rushed or time-pressured did you feel while completing your deliveries (e.g., delivery deadlines, traffic delays, app timers)? [.]",How satisfied were you with your ability to complete deliveries accurately and on time during your shift? [.],"How much effort did you have to put in to maintain your delivery performance (e.g., speed, accuracy, customer interaction)? [.]","How stressed, frustrated, or emotionally strained did you feel during your delivery shift (e.g., due to customer behaviour, traffic, ratings, earnings pressure)? [.]","Overall, how hard did your delivery work feel today? [Your rating]",How tired did your legs feel while walking/riding? [Your rating],"How hard was it to breathe during deliveries (due to speed, heat, stairs, etc.)? [Your rating]",How hard did lifting or carrying parcels feel? [Your rating],How physically stressful was working in traffic/weather conditions? [Your rating],"At the end of your shift, how exhausted did your body feel? [Your rating]",age_ord,education_ord,income_ord,job_duration_ord,work_hours_ord,work_days_ord,deliveries_ord,rest_break_ord,work_hours_num,deliveries_num,work_days_num,rest_break_num,nmq_neck,nmq_shoulders,nmq_upper_back,nmq_lower_back,nmq_elbows,nmq_wrists_hands,nmq_hips_thighs,nmq_knees,nmq_ankles_feet,d7_neck,d7_lower_back,d7_knees,d7_wrist_hands,out_reduced_perf,out_taken_leave,out_consulted_doctor,out_riding_worsens,out_carrying_worsens,vehicle_rank,carrying_contact_rank,gender_rank,region_rank,marital_rank,platform_rank,break_type_rank,tobacco_ord,alcohol_ord,workload_score,fatigue_score,force_exertion,vibration_index,workload_x_fatigue,workload_x_age,force_x_age,fatigue_x_jobdur,deliv_x_days,discomfort,exposure_severity,rank,upper_arm,lower_arm,wrist,wrist_twist,neck_position,trunk_position,legs,muscle_a,force_a,muscle_b,force_b,rula_table_a,rula_table_b,rula_table_c,qec_back,qec_shoulder_arm,qec_wrist_hand,qec_neck,qec_driving,qec_vibration,qec_work_pace,qec_stress
3/10/2026 18:38:52,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,">35,000",Motor bike,Backpack,> 8 hrs,7,>=31,<5 min,Uneven,Never,Never,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,50,75,0,50,50,50,2,3,4,1,4,1,0,2,3,0,3,3,3,0,9,35,7.0,2.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,2,2,1,1,0,2,0,0,0,45.8,2.5,1,18,1.145,0.0,0,0.0,245.0,1,1.5,121,3,2,2,1,2,3,1,0.0,1,0,0,4,4,5,30,28,32,14,9,9,1,4
3/10/2026 18:40:57,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"<10,000",Motor bike,Backpack,> 8 hrs,< 3,>=31,<5 min,Uneven,Never,Never,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,50,25,25,75,100,50,2,5,3,5,5,4,0,2,0,0,3,0,3,0,9,35,2.0,2.5,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,1,1,0,2,0,0,0,45.8,4.0,5,18,1.832,0.0,0,0.0,70.0,1,2.0,59,2,2,3,1,2,3,1,1.0,2,1,3,3,4,7,36,40,40,14,4,4,4,9
3/10/2026 18:42:46,Male,36-45,Degree/master's degree or higher,Local,Married,Zepto,<6 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,5-6,>=31,>30 min,Uneven,Never,Never,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50,25,25,50,75,0,2,2,2,3,4,4,2,2,2,0,3,2,3,3,9,35,5.5,40.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,1,1,1,2,0,0,0,37.5,2.83,3,18,1.061,7.5,6,0.0,192.5,1,1.426,134,3,1,2,1,2,1,1,1.0,1,1,0,4,2,5,26,26,26,28,8,8,8,8
3/10/2026 22:41:35,Female,25-35,High school,Local,Married,Zepto,6 -12 months,"<10,000",Scooter,Backpack,> 8 hrs,7,21-30,<5 min,Even,Never,Never,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,25,25,0,75,25,50,0,3,3,3,9,0,1,1,0,1,3,3,2,0,9,25,7.0,2.5,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,2,2,1,1,2,1,0,0,25.0,3.0,3,9,0.75,2.5,3,3.0,175.0,1,2.0,60,3,2,3,1,3,2,1,1.0,2,1,2,4,3,7,34,40,40,18,9,9,4,4
3/10/2026 22:44:02,Male,<25,Middle school or primary school,Local,Unmarried,Zepto,<6 months,"10,000 - 19,999",Motor bike,Bike storage / carrier,> 8 hrs,7,>=31,>30 min,Uneven,Never,Never,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,50,25,50,75,100,2,3,2,3,10,4,0,0,1,0,3,3,3,3,9,35,7.0,40.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,1,1,1,0,2,0,0,0,50.0,4.0,3,18,2.0,0.0,0,0.0,245.0,1,1.778,83,3,1,2,1,3,1,1,1.0,1,1,0,4,3,6,28,28,26,30,8,8,8,16
3/10/2026 22:45:07,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,6 -12 months,"<10,000",Scooter,Backpack,3-5 hrs,3-4,11-20,<5 min,Even,Never,Never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,100,100,25,1,0,0,0,0,0,0,2,0,1,1,1,1,0,4,15,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,2,1,0,0,29.2,0.17,0,4,0.05,0.0,0,0.17,52.5,0,0.463,182,3,2,1,1,2,2,1,1.0,0,1,0,3,2,3,24,26,26,14,9,9,4,9
3/10/2026 22:46:42,Male,36-45,Degree/master's degree or higher,Local,Married,Zepto,>24 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,7,>=31,5-15 min,Uneven,Former User,Occasionally,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,50,100,100,25,100,50,5,7,8,9,9,10,2,2,2,3,3,3,3,1,9,35,7.0,10.0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,2,2,1,1,1,2,0,1,2,79.2,8.0,9,18,6.336,15.84,18,24.0,245.0,1,2.556,12,3,1,2,1,2,3,1,1.0,2,1,0,4,4,7,32,28,24,26,8,8,8,16
3/10/2026 22:48:26,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,6 -12 months,"20,000 - 35,000",Scooter,Backpack,3-5 hrs,7,11-20,>30 min,Uneven,Never,Never,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,75,25,25,75,100,50,2,2,6,5,4,5,0,2,2,1,1,3,1,3,4,15,7.0,40.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,2,0,0,0,50.0,4.0,5,4,2.0,0.0,0,4.0,105.0,1,1.111,162,1,1,2,1,3,2,1,1.0,0,1,1,2,3,4,26,28,26,24,4,4,4,4
3/10/2026 22:49:54,Female,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"10,000 - 19,999",Motor bike,Bike storage / carrier,> 8 hrs,7,21-30,<5 min,Uneven,Never,Never,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,25,25,75,25,75,0,2,2,4,7,0,0,2,1,0,3,3,2,0,9,25,7.0,2.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,2,1,0,2,0,0,0,33.3,2.5,4,18,0.832,0.0,0,0.0,175.0,1,1.5,122,2,1,3,2,3,2,1,0.0,0,0,1,4,3,5,20,22,26,14,4,4,4,9
3/10/2026 22:51:39,Male,25-35,Degree/master's degree or higher,Local,Married,Zepto,6 -12 months,"20,000 - 35,000",Motor bike,Bike storage / carrier,> 8 hrs,5-6,21-30,>30 min,Uneven,Regularly,Occasionally,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,50,100,0,100,100,50,4,4,2,4,5,4,1,2,2,1,3,2,2,3,9,25,5.5,40.0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,2,1,1,1,1,2,0,3,2,50.0,3.83,4,18,1.915,5.0,4,3.83,137.5,1,1.87,67,3,2,2,1,2,2,1,1.0,3,1,3,4,2,7,38,42,46,18,9,4,1,16
3/10/2026 22:53:28,Male,<25,Degree/master's degree or higher,Non-Local ( not Tamil Nadu ),Unmarried,Zepto,<6 months,"<10,000",Scooter,Handheld,6-8 hrs,7,>=31,<5 min,Even,Never,Never,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,0,25,100,25,100,0,1,1,2,0,0,0,2,0,0,2,3,3,0,7,35,7.0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,1,2,0,2,1,0,0,29.2,0.67,2,7,0.196,0.0,0,0.0,245.0,0,0.852,178,2,1,2,1,2,1,1,1.0,0,1,0,3,2,3,20,30,26,14,9,9,9,4
3/10/2026 22:55:08,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,7,>=31,5-15 min,Uneven,Occasionally,Never,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25,50,25,100,100,75,6,2,7,2,9,4,0,2,2,0,3,3,3,1,9,35,7.0,10.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,1,1,0,2,0,2,0,45.8,5.0,2,18,2.29,0.0,0,0.0,245.0,1,1.778,84,3,1,2,1,3,3,1,1.0,0,1,0,4,4,6,20,20,22,28,6,6,6,6
3/10/2026 22:56:02,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,6 -12 months,">35,000",Motor bike,Backpack,> 8 hrs,7,>=31,16-30min,Uneven,Never,Occasionally,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,25,50,75,100,75,50,5,8,10,2,7,7,0,2,3,1,3,3,3,2,9,35,7.0,23.0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,2,2,1,1,0,2,0,0,2,45.8,6.5,2,18,2.977,0.0,0,6.5,245.0,1,2.389,23,2,2,3,2,4,2,1,1.0,3,1,3,4,6,7,38,46,46,18,9,9,4,9
3/10/2026 22:57:55,Male,25-35,Degree/master's degree or higher,Local,Married,Zepto,>24 months,">35,000",Motor bike,Bike handle,> 8 hrs,7,>=31,5-15 min,Uneven,Never,Occasionally,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,25,100,50,50,100,50,3,5,3,3,6,8,1,2,3,3,3,3,3,1,9,35,7.0,10.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,2,3,1,1,1,2,0,0,2,62.5,4.67,3,18,2.919,6.25,3,14.01,245.0,1,2.519,15,3,2,2,1,3,3,1,1.0,2,1,2,4,4,7,26,30,34,18,4,9,9,4
3/10/2026 22:59:18,Male,<25,Degree/master's degree or higher,Non-Local ( not Tamil Nadu ),Unmarried,Zepto,6 -12 months,">35,000",Motor bike,Backpack,> 8 hrs,7,>=31,5-15 min,Uneven,Never,Never,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,50,50,25,50,100,100,1,3,6,5,9,10,0,2,3,1,3,3,3,1,9,35,7.0,10.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,2,2,1,2,0,2,0,0,0,62.5,5.67,5,18,3.544,0.0,0,5.67,245.0,1,2.63,11,3,1,2,1,2,3,1,1.0,2,1,0,4,4,7,30,28,26,28,8,8,8,16
3/10/2026 22:59:29,Male,25-35,High school,Local,Unmarried,Zepto,>24 months,">35,000",Scooter,Bike storage / carrier,> 8 hrs,7,>=31,<5 min,Uneven,Never,Never,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,50,50,50,100,100,50,7,3,6,4,8,9,1,1,3,3,3,3,3,0,9,35,7.0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,2,0,0,0,50.0,6.17,4,9,3.085,5.0,4,18.51,245.0,1,1.797,81,3,2,2,1,3,2,1,1.0,1,1,0,4,3,6,34,28,30,30,6,6,6,4
3/10/2026 23:00:51,Male,36-45,High school,Local,Married,Zepto,>24 months,"20,000 - 35,000",Motor bike,Backpack,> 8 hrs,7,>=31,5-15 min,Uneven,Never,Never,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,75,75,50,75,100,75,1,5,5,5,4,2,2,1,2,3,3,3,3,1,9,35,7.0,10.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,2,0,0,0,66.7,3.67,5,18,2.448,13.34,10,11.01,245.0,1,2.408,20,3,2,3,1,3,3,1,1.0,3,1,3,4,4,7,34,40,40,18,9,4,9,16
3/10/2026 23:02:31,Male,36-45,Middle school or primary school,Non-Local ( not Tamil Nadu ),Unmarried,Zepto,<6 months,"10,000 - 19,999",Scooter,Backpack,> 8 hrs,5-6,21-30,5-15 min,Uneven,Regularly,Occasionally,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,50,75,25,50,50,50,2,3,4,5,2,5,2,0,1,0,3,2,2,1,9,25,5.5,10.0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,2,1,2,0,2,0,3,2,50.0,3.5,5,9,1.75,10.0,10,0.0,137.5,1,2.167,41,3,2,3,2,2,2,1,1.0,2,1,3,4,2,7,30,50,46,18,9,4,1,4
3/10/2026 23:02:47,Male,25-35,Degree/master's degree or higher,Local,Married,Zepto,<6 months,"10,000 - 19,999",Motor bike,Bike storage / carrier,3-5 hrs,3-4,11-20,5-15 min,Uneven,Never,Never,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,50,100,75,50,75,25,1,3,5,6,9,10,1,2,1,0,1,1,1,1,4,15,3.5,10.0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,2,1,1,1,1,2,0,0,0,62.5,5.67,6,8,3.544,6.25,6,0.0,52.5,1,1.63,105,4,2,3,2,2,2,1,1.0,1,1,1,5,2,6,20,32,34,14,4,9,9,4
3/10/2026 23:04:08,Male,36-45,High school,Local,Married,Zepto,>24 months,">35,000",Motor bike,Backpack,> 8 hrs,5-6,>=31,<5 min,Uneven,Never,Never,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,100,50,100,100,50,3,10,7,10,10,10,2,1,3,3,3,2,3,0,9,35,5.5,2.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,0,0,0,58.3,8.33,10,18,4.856,11.66,20,24.99,192.5,1,2.926,3,3,2,2,1,3,2,1,1.0,0,1,1,4,4,7,30,30,30,20,16,8,8,8
3/10/2026 23:05:19,Male,25-35,Degree/master's degree or higher,Local,Married,Zepto,>24 months,">35,000",Motor bike,Backpack,> 8 hrs,5-6,>=31,>30 min,Uneven,Never,Never,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,75,100,100,75,25,100,2,0,5,9,6,10,1,2,3,3,3,2,3,3,9,35,5.5,40.0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,2,2,1,1,1,2,0,0,0,70.8,5.33,9,18,3.774,7.08,9,15.99,192.5,1,2.037,54,4,1,2,2,2,3,1,1.0,0,1,2,4,4,7,28,32,28,14,9,9,9,4
3/10/2026 23:05:47,Male,25-35,Degree/master's degree or higher,Non-Local ( not Tamil Nadu ),Married,Zepto,<6 months,"<10,000",Motor bike,Backpack,< 3 hrs,5-6,11-20,5-15 min,Uneven,Never,Never,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,25,25,25,75,50,0,3,1,1,1,1,3,1,2,0,0,0,2,1,1,2,15,5.5,10.0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,2,2,1,2,1,2,0,0,0,25.0,1.67,1,4,0.418,2.5,1,0.0,82.5,1,1.074,164,2,1,2,1,3,2,1,1.0,0,1,0,3,3,4,28,20,18,16,4,4,4,2
3/10/2026 23:06:39,Male,25-35,Degree/master's degree or higher,Local,Unmarried,Zepto,>24 months,"20,000 - 35,000",Motor bike,Bike storage / carrier,> 8 hrs,5-6,>=31,>30 min,Uneven,Never,Never,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,25,0,100,50,25,50,4,4,3,6,7,8,1,2,2,3,3,2,3,3,9,35,5.5,40.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1,0,2,0,0,0,41.7,5.33,6,18,2.223,4.17,6,15.99,192.5,1,1.814,75,3,1,2,1,2,2,1,1.0,0,1,2,4,2,6,28,32,36,14,9,4,9,16
3/10/2026 23:08:05,Male,<25,Degree/master's degree or higher,Local,Unmarried,Zepto,<6 months,"<10,000",Motor bike,Backpack,6-8 hrs,7,11-20,5-15 min,Uneven,Never,Never,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,25,50,50,75,50,50,2,1,3,3,4,4,0,2,0,0,2,3,1,1,7,15,7.0,10.0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,2,2,1,1,0,2,0,0,0,41.7,2.83,3,14,1.18,0.0,0,0.0,105.0,1,1.648,103,2,2,3,1,3,2,1,1.0,2,1,1,3,3,6,20,28,28,14,4,9,4,4
3/10/2026 23:09:09,Male,<25,Degree/master's degree or higher,Non-Local ( not Tamil Nadu ),Unmarried,Zepto,<6 months,">35,000",Motor bike,Handheld,6-8 hrs,7,21-30,<5 min,Uneven,Never,Never,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,50,25,25,100,100,25,1,3,4,3,4,6,0,2,3,0,2,3,2,0,7,25,7.0,2.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,4,1,2,0,2,0,0,0,37.5,3.5,3,14,1.312,0.0,0,0.0,175.0,1,1.389,140,2,1,2,1,2,2,1,1.0,0,1,2,3,2,5,20,22,26,14,9,9,4,4
3/10/2026 23:09:26,Male,36-45,Degree/master's degree or higher,Local,Married,Zepto,6 -12 months,"10,000 - 19,999",Motor bike,Backpack,3-5 hrs,5-6,11-20,5-15 min,Uneven,Never,Never,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,25,75,50,50,75,75,2,3,1,6,8,9,2,2,1,1,1,2,1,1,4,15,5.5,10.0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,2,2,1,1,1,2,0,0,0,58.3,4.83,6,8,2.816,11.66,12,4.83,82.5,1,1.981,62,3,2,3,1,3,3,1,1.0,1,1,1,4,4,7,30,34,34,16,9,9,4,4
3/10/2026 23:11:12,Male,<25,Degree/master's degree or higher,Non-Local ( not Tamil Nadu ),Unmarried,Zepto,<6 months,">35,000",Motor bike,Bike storage / carrier,> 8 hrs,7,>=31,5-15 min,Uneven,Regularly,Regularly,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,50,100,50,25,50,100,3,5,7,5,4,4,0,2,3,0,3,3,3,1,9,35,7.0,10.0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,2,1,1,2,0,2,0,3,3,70.8,4.67,5,18,3.306,0.0,0,0.0,245.0,1,2.186,39,4,2,3,1,3,3,1,1.0,1,1,2,4,4,7,22,34,32,13,9,9,1,4
3/10/2026 23:12:03,Male,<25,Middle school or primary school,Local,Unmarried,Zepto,6 -12 months,"10,000 - 19,999",Motor bike,Bike storage / carrier,> 8 hrs,7,>=31,>30 min,Uneven,Occasionally,Occasionally,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,100,75,75,50,100,75,10,7,10,4,10,10,0,0,1,1,3,3,3,3,9,35,7.0,40.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,1,1,1,0,2,0,2,2,79.2,8.5,4,18,6.732,0.0,0,8.5,245.0,1,2.944,2,3,1,2,1,3,2,1,1.0,2,1,2,4,3,7,28,40,36,14,9,9,6,9
3/10/2026 23:14:31,Male,36-45,High school,Non-Local ( not Tamil Nadu ),Married,Zepto,<6 months,"<10,000",Scooter,Backpack,< 3 hrs,5-6,11-20,>30 min,Uneven,Never,Occasionally,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,25,75,50,50,50,50,4,7,3,5,5,6,2,1,0,0,0,2,1,3,2,15,5.5,40.0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,2,1,2,1,2,0,0,2,50.0,5.0,5,2,2.5,10.0,10,0.0,82.5,1,1.444,130,3,2,3,1,2,2,1,1.0,1,1,0,4,2,5,32,26,22,28,8,8,8,10
3/10/2026 23:17:09,Male,25-35,High school,Local,Married,Blinkit,6 -12 months,"20,000 - 35,000",Scooter,Backpack,> 8 hrs,5-6,11-20,>30 min,Even,Never,Never,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,75,0,25,75,0,2,6,1,3,3,5,1,1,2,1,3,2,1,3,9,15,5.5,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,0,0,45.8,3.33,3,9,1.525,4.58,3,3.33,82.5,0,1.37,142,3,2,2,1,3,2,2,0.0,0,0,1,4,4,5,26,22,22,14,9,9,4,9
3/10/2026 23:17:55,Female,25-35,Degree/master's degree or higher,Local,Married,Blinkit,6 -12 months,"20,000 - 35,000",Scooter,Handheld,> 8 hrs,7,21-30,>30 min,Even,Never,Never,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,100,50,50,100,50,100,8,6,7,6,10,4,1,2,2,1,3,3,2,3,9,25,7.0,40.0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,4,2,1,1,1,1,0,0,58.3,6.83,6,9,3.982,5.83,6,6.83,175.0,1,2.537,13,3,2,3,1,2,2,1,1.0,2,1,2,4,2,7,34,46,40,18,9,9,4,16
